class_name,class_id
../data/music genre/audio/rock/Brian_Thompson_Band-Karnival_Ride.wav,8
../data/music genre/audio/rock/Road_Trip-Crazy_Feeling.wav,8
../data/music genre/audio/folkcountry/In_Blue_River-The_Girl_in_the_Yellow_Dress.wav,3
../data/music genre/audio/alternative/The_Golden_Sounds-whistles_and_windchimes.wav,0
../data/music genre/audio/rock/Crave-Not_Alone.wav,8
../data/music genre/audio/rock/The_Station-Goin__Down_Slow.wav,8
../data/music genre/audio/rock/Normalcy-She_Paints.wav,8
../data/music genre/audio/rock/Philpot-Drips.wav,8
../data/music genre/audio/electronic/SPR-Asthmatique.wav,2
../data/music genre/audio/jazz/La_Tribu-Sylvia.wav,5
../data/music genre/audio/folkcountry/Bird_and_Tines-That_s_The_Stuff.wav,3
../data/music genre/audio/raphiphop/blurred_insight-i_got_love.wav,7
../data/music genre/audio/electronic/Misnomer-What_You_Become.wav,2
../data/music genre/audio/jazz/La_Tribu-Ataca.wav,5
../data/music genre/audio/alternative/The_Rubber_Maids-Mr__Moustache.wav,0
../data/music genre/audio/folkcountry/one_lane_bridge-Get_Me_to_the_Rodeo.wav,3
../data/music genre/audio/raphiphop/Noize_Makers-Rap_Star.wav,7
../data/music genre/audio/rock/Fine_for_Now-Second_coming.wav,8
../data/music genre/audio/rock/Soap__Chicago__IL_-Creepy_Song.wav,8
../data/music genre/audio/folkcountry/Day_One-Time__Acoustic_Live_.wav,3
../data/music genre/audio/rock/Damage__from_OC__-What_is.wav,8
../data/music genre/audio/rock/Reason_For_Leaving-Blown.wav,8
../data/music genre/audio/rock/New_Season-Common_sense.wav,8
../data/music genre/audio/rock/One_Trick_Pony-Games.wav,8
../data/music genre/audio/rock/drunk_acrobat-creature_feature.wav,8
../data/music genre/audio/pop/Gunner-Take_Me_Home.wav,6
../data/music genre/audio/rock/Aidy-Jagstang.wav,8
../data/music genre/audio/blues/Nobby_Reed_Project-blues_bug__2.wav,1
../data/music genre/audio/blues/Janet_Ryan_and_Straight_Up_-Love_Has_Left__The_Building_.wav,1
../data/music genre/audio/raphiphop/Origin_Nile-How_It_Was.wav,7
../data/music genre/audio/jazz/The_Reunion-12_Days.wav,5
../data/music genre/audio/pop/Aruna-Broken_Circles.wav,6
../data/music genre/audio/rock/Battery_Park-B_T_C_.wav,8
../data/music genre/audio/blues/Los_Blancos-Mighty_Mean_Mama.wav,1
../data/music genre/audio/jazz/Demented_Head-The_Unknown_Tale.wav,5
../data/music genre/audio/blues/Guitarboy-TWICE_A_DAY.wav,1
../data/music genre/audio/rock/Creature_of_Mercy-Love_Sick.wav,8
../data/music genre/audio/folkcountry/Relative_Strangers-French_Girl.wav,3
../data/music genre/audio/pop/Jennifer_Dahl-All_Night.wav,6
../data/music genre/audio/rock/The_Corner-Deep_Sleep.wav,8
../data/music genre/audio/jazz/flashchudder-OverEasy.wav,5
../data/music genre/audio/blues/barry_harvey-__ORIGINAL__BLACK___BLUE__MASTERPIECE_.wav,1
../data/music genre/audio/alternative/Greg_Walsh-Day_by_Day.wav,0
../data/music genre/audio/rock/_BROKEN_HALO_-Gagged_And_Bound.wav,8
../data/music genre/audio/jazz/Forte_-Cool_Sheets.wav,5
../data/music genre/audio/folkcountry/Hattie-Come_Into_My_Room.wav,3
../data/music genre/audio/jazz/Forte_-Baby_Don_t.wav,5
../data/music genre/audio/jazz/Epsilons-Centrifugal_Bumblepuppy.wav,5
../data/music genre/audio/rock/Trayton-Reality.wav,8
../data/music genre/audio/rock/Shallow-Bleed.wav,8
../data/music genre/audio/electronic/Gea_Pea-Sea_Pea.wav,2
../data/music genre/audio/raphiphop/OCD_Productions-Out_cha_Element.wav,7
../data/music genre/audio/raphiphop/M8T-You_Wanna.wav,7
../data/music genre/audio/rock/KarmaCycle-Drown.wav,8
../data/music genre/audio/rock/Sittser-Losing_My_Fear_of_Heights.wav,8
../data/music genre/audio/rock/Funk_Shway-Cool_for_the_Moment.wav,8
../data/music genre/audio/jazz/Michael_J_Thomas-Yo__Mr__Saxman.wav,5
../data/music genre/audio/folkcountry/The_Spikedrivers-Ain_t_That_Bad.wav,3
../data/music genre/audio/blues/Tom_Townsley_and_the_Backsliders-Casino_Katy.wav,1
../data/music genre/audio/rock/jon_liebing-unbelievably_ugly.wav,8
../data/music genre/audio/pop/Jenna_Drey-Stand_In_Line.wav,6
../data/music genre/audio/jazz/John_Kline-Livin__in_a_Fish_Bowl.wav,5
../data/music genre/audio/raphiphop/BISHOP_Brigante-That_s_The_Way.wav,7
../data/music genre/audio/raphiphop/Latino_Saint-MAKE_YA.wav,7
../data/music genre/audio/electronic/Crumbly-Slak.wav,2
../data/music genre/audio/blues/The__Dare_Ya_Blues_Band-Think_I_know.wav,1
../data/music genre/audio/pop/James_Albin_Band-Alright.wav,6
../data/music genre/audio/folkcountry/pubside_down-rockin__landlady.wav,3
../data/music genre/audio/rock/betty_in_black-Tell_Somebody.wav,8
../data/music genre/audio/jazz/Kaleidoscope_Eyes-Take_A_Chance_With_Me.wav,5
../data/music genre/audio/raphiphop/THOROBRED-Kryin__Pain__The_Mixtape_Edition_.wav,7
../data/music genre/audio/electronic/Verbal_Kint-The_Temple_ft__Judie_Jay__Smooth_Trip_Mix_.wav,2
../data/music genre/audio/rock/Tommy_Merry-Above_and_beyond.wav,8
../data/music genre/audio/raphiphop/Blue_Discourse-Scotch_on_the_Rocks.wav,7
../data/music genre/audio/electronic/Versus_Us-All_Quiet___.wav,2
../data/music genre/audio/rock/Caliber-What_We_Are.wav,8
../data/music genre/audio/rock/Quaker_Gun-Lady_Luck.wav,8
../data/music genre/audio/folkcountry/Bobby_Brent-With_All_My_Might.wav,3
../data/music genre/audio/folkcountry/melissa_warner_band-anything_but_brave.wav,3
../data/music genre/audio/rock/The_Unleaded-Revenge__Demo_.wav,8
../data/music genre/audio/jazz/Demented_Head-Lost_Season.wav,5
../data/music genre/audio/alternative/fearless_juan-Glow.wav,0
../data/music genre/audio/rock/RASA-Short_Circuit.wav,8
../data/music genre/audio/raphiphop/ILL_SKILLZ-Street_Knowledge.wav,7
../data/music genre/audio/raphiphop/Leyenda_Urbana-Why_.wav,7
../data/music genre/audio/raphiphop/Titanium_Records-Lifestyle_Of_A_Thug.wav,7
../data/music genre/audio/blues/Murphy_s_Garage-Don_t_Call_Me_Sugar.wav,1
../data/music genre/audio/blues/Claudette_King-Dust_Pan_Woman.wav,1
../data/music genre/audio/jazz/Aberration_Quartet-Socially_Encumbrendt_Derelicts_Meet_The_Searing_En.wav,5
../data/music genre/audio/electronic/Crumbly-Catharsis_Overload.wav,2
../data/music genre/audio/raphiphop/KnomatiK-3_Raw_Elements.wav,7
../data/music genre/audio/jazz/Drexel_Jazz_Fusion-Neuman.wav,5
../data/music genre/audio/electronic/Dangerous_Beauty-Wish.wav,2
../data/music genre/audio/rock/PULL-selfish.wav,8
../data/music genre/audio/folkcountry/The_Spikedrivers-Already.wav,3
../data/music genre/audio/alternative/Peppermint_Stranger-No_Love.wav,0
../data/music genre/audio/raphiphop/Illanoiz-Blood_on_a_Leaf.wav,7
../data/music genre/audio/raphiphop/Naybahud_F_O_L_K_S-the_Essense.wav,7
../data/music genre/audio/funksoulrnb/Chad_Trent-Mr_Wonder.wav,4
../data/music genre/audio/raphiphop/jbru-Still_Havin_Fun.wav,7
../data/music genre/audio/rock/LaughingColors-American_Boy.wav,8
../data/music genre/audio/blues/The_Red_Rogers_Band-Cloudy_Day_Blues.wav,1
../data/music genre/audio/jazz/ATMA-Immanuel_s_Labor.wav,5
../data/music genre/audio/raphiphop/Napolean-Get_Your_Gun.wav,7
../data/music genre/audio/funksoulrnb/Taihisha___interCHEMISTRY-Fascination.wav,4
../data/music genre/audio/raphiphop/Khalito-Fear.wav,7
../data/music genre/audio/rock/shedd-Slide.wav,8
../data/music genre/audio/jazz/Kjetil_Raustol-Blue_Falls.wav,5
../data/music genre/audio/raphiphop/Brownz_Family-Flying_Ova_.wav,7
../data/music genre/audio/rock/Rainside-Eleven.wav,8
../data/music genre/audio/raphiphop/Slakah_Tha_BeatChild-Take_a_look_in_My_Eyes.wav,7
../data/music genre/audio/rock/ST0RM-Paper__Rock__Scissors.wav,8
../data/music genre/audio/folkcountry/Pondering_Judd-Losing.wav,3
../data/music genre/audio/jazz/The_Industrial_Jazz_Group-Plus_or_Minus_Eleven.wav,5
../data/music genre/audio/rock/dean_freeman-Give_Me_Time.wav,8
../data/music genre/audio/folkcountry/Alex_Chu-Refugee.wav,3
../data/music genre/audio/folkcountry/Dan_Crump_Band-London_s_Calling_Home.wav,3
../data/music genre/audio/alternative/steve_hefter-cure_for_sadness.wav,0
../data/music genre/audio/rock/Guinness_Clarke_s_Wine-Perfect.wav,8
../data/music genre/audio/jazz/Machine_Love-Midnight_World.wav,5
../data/music genre/audio/rock/Amberslam-Twin_Sisters.wav,8
../data/music genre/audio/jazz/Soul_Rebels-I_m_Worse.wav,5
../data/music genre/audio/raphiphop/Myriad-Front_2_Back.wav,7
../data/music genre/audio/jazz/Tamara_Wellons-Spring_Giddiness.wav,5
../data/music genre/audio/folkcountry/The_White_Buffalo-The_Bar_and_the_Beer.wav,3
../data/music genre/audio/jazz/Vivan_Myhrvold_Lassen-Vind__vind_lyckliga_vind.wav,5
../data/music genre/audio/rock/3QE-CHAOS.wav,8
../data/music genre/audio/rock/Josh_Holmes_Band-endure.wav,8
../data/music genre/audio/jazz/prospect101-filler.wav,5
../data/music genre/audio/electronic/Komputadora-The_Phenomenon.wav,2
../data/music genre/audio/folkcountry/American_Cosmos-Enough_s_Enough.wav,3
../data/music genre/audio/jazz/Randal_Pflum-Peace_Beyond_Understanding.wav,5
../data/music genre/audio/folkcountry/no_soap_radio-What_You_re_Wearing.wav,3
../data/music genre/audio/jazz/Spirit_Zone-Spirit_De_Amor.wav,5
../data/music genre/audio/raphiphop/NFINITTI-SHOW_ME.wav,7
../data/music genre/audio/rock/RedShift_Project-Desert_Song.wav,8
../data/music genre/audio/jazz/BlackBird-shadows_of_love.wav,5
../data/music genre/audio/blues/Chumslick_Nick_and_the_Sharks-Didn_t_know_she_was_married.wav,1
../data/music genre/audio/folkcountry/Bird_and_Tines-Hello_America.wav,3
../data/music genre/audio/raphiphop/Fulani-Scandelous.wav,7
../data/music genre/audio/pop/WATERFRONT-A_song_you_never_hear.wav,6
../data/music genre/audio/raphiphop/Poetic_Alchemy-2033.wav,7
../data/music genre/audio/pop/christa_couture-day_4.wav,6
../data/music genre/audio/electronic/aKido-Playtime.wav,2
../data/music genre/audio/rock/Ehren_Ebbage-I_m_Not_Sorry.wav,8
../data/music genre/audio/alternative/Jeff_Johnston-Being_There.wav,0
../data/music genre/audio/folkcountry/MOJO___Eugene__OR-Dreams.wav,3
../data/music genre/audio/rock/Banana_Fish_Zero-I_Like_A_Lot.wav,8
../data/music genre/audio/pop/Artgeko-Holding.wav,6
../data/music genre/audio/rock/spike_speedwrench-Don_t_Follow_Me.wav,8
../data/music genre/audio/blues/Funky_Blues_Messiahs-Uptown_Groove.wav,1
../data/music genre/audio/rock/Apple_of_Discord-The_Reward_of_My_Life_Is_An_Angel_Spitting_On_My_S.wav,8
../data/music genre/audio/folkcountry/genuine_junk_band-In_Kentucky.wav,3
../data/music genre/audio/rock/Neon_Thrills-Two_Cigarettes.wav,8
../data/music genre/audio/alternative/___In_the_Dirty_City-Longtooth.wav,0
../data/music genre/audio/rock/CRUSHED_-Galaxy_Craze.wav,8
../data/music genre/audio/pop/Scotland_Yard-Wake_Up.wav,6
../data/music genre/audio/raphiphop/Element_of_Chaos-NBConnexion_Mixtape_Exclusive.wav,7
../data/music genre/audio/blues/The_Paul_Wood_Band__formerly_The_Bridgeburners-Cryin__Won_t_Help_Ya.wav,1
../data/music genre/audio/jazz/Andre_Donawa-A_Dolphin_s_Dream.wav,5
../data/music genre/audio/folkcountry/Truckstop_Supermodel-Girlie_Store.wav,3
../data/music genre/audio/electronic/Earthphish-Soulcandy.wav,2
../data/music genre/audio/rock/Premonition___RI-Suffer.wav,8
../data/music genre/audio/raphiphop/VA_Slim-Mayhem_St_Life_Remix.wav,7
../data/music genre/audio/electronic/Marius_Mellebye-freedom_of_man.wav,2
../data/music genre/audio/rock/Jack___Present_Co_-Doctor.wav,8
../data/music genre/audio/rock/No_Mas-Make_Up_Your_Mind.wav,8
../data/music genre/audio/raphiphop/Element_of_Chaos-Feelin__Right_f__Legion_Lord___Felicia.wav,7
../data/music genre/audio/rock/Next_In_Line-Bye_Polar.wav,8
../data/music genre/audio/electronic/Symbiosis-Poema.wav,2
../data/music genre/audio/rock/TOM_Kafafian-Can_t_Change_Me.wav,8
../data/music genre/audio/jazz/ATMA-Jack_s_Song.wav,5
../data/music genre/audio/alternative/laura_distasi-moonsong.wav,0
../data/music genre/audio/electronic/Van_der_Waal-Dark_Matters.wav,2
../data/music genre/audio/folkcountry/The_Black_Diamond_Band-Good_Morning_Highway.wav,3
../data/music genre/audio/electronic/Ruined_Hours-Sometimes___.wav,2
../data/music genre/audio/rock/Redneck_Rolemodels-What_s_Inside.wav,8
../data/music genre/audio/jazz/Astral_Wind-In_Expectation_Of_A_Miracle.wav,5
../data/music genre/audio/raphiphop/Artistic_Anarchists-Don_t_F__With_Us.wav,7
../data/music genre/audio/rock/Barefoot_Hockey_Goalie-Haircut_100.wav,8
../data/music genre/audio/raphiphop/DGR_Melange-Hot_.wav,7
../data/music genre/audio/folkcountry/In_Blue_River-Japan.wav,3
../data/music genre/audio/raphiphop/CarD-The_Rude_Awakening.wav,7
../data/music genre/audio/raphiphop/Split2nd_Entertainment-Day_To_Day___Cypher_Complete.wav,7
../data/music genre/audio/alternative/Moto__formerly_Mildseven_-Size_Nine.wav,0
../data/music genre/audio/folkcountry/Dry_County-Money_To_Burn__Live_.wav,3
../data/music genre/audio/rock/Uncle_Slim-Stoned_In_Naples.wav,8
../data/music genre/audio/raphiphop/Rowdee_Black_Giants-Two_For_All.wav,7
../data/music genre/audio/electronic/mo__-Wicked_Street.wav,2
../data/music genre/audio/blues/Wallin_s_Blues-Away_From_Home.wav,1
../data/music genre/audio/electronic/designerthumbs-Barbershop_Massacre.wav,2
../data/music genre/audio/electronic/Migg-Slow_Motion.wav,2
../data/music genre/audio/electronic/the_FLIR-Marea.wav,2
../data/music genre/audio/pop/Taxi_Doll-Waiting.wav,6
../data/music genre/audio/rock/Starch-Silk.wav,8
../data/music genre/audio/folkcountry/Hicks_In_Trucks-Rom_nce_TN.wav,3
../data/music genre/audio/pop/doublesixx-Out_of_love.wav,6
../data/music genre/audio/rock/monday_morning-Vanity.wav,8
../data/music genre/audio/rock/HIT_THE_GROUND_RUNNIN___CRYSTAL_ROXX-Got_No_Time.wav,8
../data/music genre/audio/raphiphop/The_Element_of_Chaos-What_s_Wrong__f__Legion_Lord.wav,7
../data/music genre/audio/folkcountry/Ellie-Lost.wav,3
../data/music genre/audio/blues/The_Fabulous_House_Rockers-Five_O_Clock_In_The_Mornin_.wav,1
../data/music genre/audio/pop/Londra-Nothing_Happened.wav,6
../data/music genre/audio/jazz/Pete_Watson-Summertime.wav,5
../data/music genre/audio/raphiphop/Assasyn_Dynasty-Vaccination.wav,7
../data/music genre/audio/rock/Rotation-Someone_else_s_life.wav,8
../data/music genre/audio/rock/The_SmashUp_-Dear_Disorder.wav,8
../data/music genre/audio/rock/Superimposed4-Hearing_Things.wav,8
../data/music genre/audio/funksoulrnb/FUNKILINIUM-All_I_Ever_Wanted.wav,4
../data/music genre/audio/folkcountry/Derek_James-Firefly.wav,3
../data/music genre/audio/blues/BB_CHUNG_KING_AND_THE_BUDDAHEADS-LITTLE_GIRL.wav,1
../data/music genre/audio/jazz/The_Alan_Hayes_Project-Evening_Sunrise.wav,5
../data/music genre/audio/raphiphop/swing_vote-F8I5RE2.wav,7
../data/music genre/audio/folkcountry/White_House_Intern-The_Man_of_My_Dreams.wav,3
../data/music genre/audio/blues/The_Paul_Wood_Band__formerly_The_Bridgeburners-Good_Day_4_Bad_Whiskey.wav,1
../data/music genre/audio/rock/DC_3-Everybody_s_Going_Down_to_the_Rave.wav,8
../data/music genre/audio/alternative/Kinematic-So_Green.wav,0
../data/music genre/audio/raphiphop/ThunderShop-no_longer.wav,7
../data/music genre/audio/raphiphop/RAhiphop-Gutter__.wav,7
../data/music genre/audio/folkcountry/Cowboy_Poets-Longneck_For_A_Short_Goodbye.wav,3
../data/music genre/audio/blues/Bobby_Manriquez-How_We_Start.wav,1
../data/music genre/audio/funksoulrnb/David_Boyles-Saturday.wav,4
../data/music genre/audio/jazz/Chris_Bayne-Smile.wav,5
../data/music genre/audio/jazz/JP_Pasquier-Characas.wav,5
../data/music genre/audio/jazz/everett_b__walters-dinner_4___2.wav,5
../data/music genre/audio/folkcountry/Maskil-Silent_Warrior.wav,3
../data/music genre/audio/jazz/Speed_Limit_35_-ReKrupaRation.wav,5
../data/music genre/audio/jazz/ZoneRangers-Seconds_From_Nowhere.wav,5
../data/music genre/audio/rock/Johnny_Young-If_I.wav,8
../data/music genre/audio/rock/Deborah_Dalton-Brother_s_Keeper.wav,8
../data/music genre/audio/folkcountry/Noel_Shannon-How_far_can_you_fall.wav,3
../data/music genre/audio/funksoulrnb/Spooky_Jones-Get_Together.wav,4
../data/music genre/audio/raphiphop/Devante_Saunders-Oh_No.wav,7
../data/music genre/audio/alternative/Dopamine-Tempermentally.wav,0
../data/music genre/audio/jazz/Barry_Aiken-Balboa_Park.wav,5
../data/music genre/audio/raphiphop/StickFiggaz-What_cha_doin_.wav,7
../data/music genre/audio/rock/MindCandy-Interactive_X.wav,8
../data/music genre/audio/jazz/mike_D-tonight.wav,5
../data/music genre/audio/alternative/Happy_Medium-Misty_blue.wav,0
../data/music genre/audio/raphiphop/Azael-Take_it_back.wav,7
../data/music genre/audio/pop/Slow_Lorries-Elevator__6.wav,6
../data/music genre/audio/rock/Wreckage_of_the_Modern_City-thankless_.wav,8
../data/music genre/audio/rock/Rik_Cardiff-She_s_so____pre_prod__demo.wav,8
../data/music genre/audio/raphiphop/Jay_Bizzy-Just_When_You_Thought.wav,7
../data/music genre/audio/jazz/The_Mike_Arnold_Jazz_Company-Seven.wav,5
../data/music genre/audio/pop/Cassidy-Love_You_Like_My_Radio.wav,6
../data/music genre/audio/folkcountry/Heather_Abrahams-Eternal_Fire.wav,3
../data/music genre/audio/rock/Sick_Speed-The_Test.wav,8
../data/music genre/audio/rock/Super_So_Far-Day_Stealer.wav,8
../data/music genre/audio/raphiphop/Wildchildz-Rain_remix_.wav,7
../data/music genre/audio/jazz/Chris_Greene_and_New_Perspective-Mr__Congeniality.wav,5
../data/music genre/audio/jazz/DreamLin-Nostalji.wav,5
../data/music genre/audio/alternative/Zach_Madden-Kid.wav,0
../data/music genre/audio/alternative/Windermere-Trailer_Park.wav,0
../data/music genre/audio/rock/Ultraphonic-Our_World.wav,8
../data/music genre/audio/rock/Vito_and_the_V_Tones-Got_To_Be.wav,8
../data/music genre/audio/rock/Bittersweet_Manics-Sarasota.wav,8
../data/music genre/audio/jazz/sub5-For_your_love.wav,5
../data/music genre/audio/rock/Supersparkle-All_who_you_know.wav,8
../data/music genre/audio/pop/Adam_Saul_Bloch-Orchard_Drive.wav,6
../data/music genre/audio/raphiphop/Urban_Sophisticates-Green_Street.wav,7
../data/music genre/audio/jazz/RPMoore-Toltec.wav,5
../data/music genre/audio/folkcountry/HogWhitman-Reds__Yellows__and_Rainbows.wav,3
../data/music genre/audio/rock/Amateur_Night-Immune.wav,8
../data/music genre/audio/pop/MX1010-Eyes.wav,6
../data/music genre/audio/folkcountry/Serena_Matthews-Here_in_the_Blue.wav,3
../data/music genre/audio/folkcountry/Marc_Giannotti-worry_bout_that.wav,3
../data/music genre/audio/folkcountry/Big_Blue_Hearts-What_would_you_do_.wav,3
../data/music genre/audio/folkcountry/anne_davis-temple_of_contradictions.wav,3
../data/music genre/audio/blues/Los_Blancos-Shakin__That_Thing.wav,1
../data/music genre/audio/raphiphop/Mr__Bugsy-Look_at_me_now.wav,7
../data/music genre/audio/jazz/Coolface-Seven_Islands.wav,5
../data/music genre/audio/alternative/Kunek-Bright_Eyes__The_Swell.wav,0
../data/music genre/audio/folkcountry/Sound_of_Gold-I_never_seen_her_since.wav,3
../data/music genre/audio/raphiphop/Ginnis-Compete_W__Few.wav,7
../data/music genre/audio/alternative/Phideaux-fragment.wav,0
../data/music genre/audio/pop/Jeepstar-Little_Ocean.wav,6
../data/music genre/audio/raphiphop/KENDO-No_Hook.wav,7
../data/music genre/audio/rock/SQUAD_51-Standing_Still.wav,8
../data/music genre/audio/rock/Dead_City_Sunday-Taking_Back_What_s_Left.wav,8
../data/music genre/audio/raphiphop/Basement-Natural.wav,7
../data/music genre/audio/raphiphop/Leroy_Smokes-Lo_Fi.wav,7
../data/music genre/audio/pop/Erin_Alden-Story_of_the_week.wav,6
../data/music genre/audio/alternative/50_Minutes-The_Great_Wall.wav,0
../data/music genre/audio/raphiphop/Creative_Nature-Giggles_And_Kicks.wav,7
../data/music genre/audio/alternative/Matt_Monsoor-Ride.wav,0
../data/music genre/audio/rock/Rubberman-Send_Love.wav,8
../data/music genre/audio/electronic/Verbal_Kint-The_Mexican.wav,2
../data/music genre/audio/folkcountry/The_Meadow_City_Band-Somewhere_East_of_Eden.wav,3
../data/music genre/audio/blues/Zach_Myers_Band-8_27_90.wav,1
../data/music genre/audio/pop/Resisters-Made_for_you.wav,6
../data/music genre/audio/blues/The_Turnarounds-Same_Mistake.wav,1
../data/music genre/audio/rock/__Copper__-Turn.wav,8
../data/music genre/audio/folkcountry/DOC_HOLIDAY_IT_ALL_COMES_BACK_TO_ME-What_Turns_You_On.wav,3
../data/music genre/audio/alternative/Anders_Tengdahl-When_You_Cry.wav,0
../data/music genre/audio/folkcountry/walkin_jesses-Queen_of_Clubs.wav,3
../data/music genre/audio/jazz/Semino_5-Semino5.wav,5
../data/music genre/audio/rock/NineHead-Guaranteed.wav,8
../data/music genre/audio/jazz/Mood_Indigo-Tibb_s_Samba.wav,5
../data/music genre/audio/pop/Laura_Song-Higher.wav,6
../data/music genre/audio/rock/Matthew_James_Band-Vagabond_Girl.wav,8
../data/music genre/audio/rock/DirtNap-Bad_Mood.wav,8
../data/music genre/audio/rock/Gin_Road-Where_is_my_brother_.wav,8
../data/music genre/audio/rock/Fiercely_Me-Gunstash.wav,8
../data/music genre/audio/folkcountry/David_Kendall-This_Time.wav,3
../data/music genre/audio/folkcountry/Heather_Bodell-Forever_and_Always_Sample.wav,3
../data/music genre/audio/jazz/Akbar_Muhammad_Quartet-The_Boss_Says___We_the_Best__.wav,5
../data/music genre/audio/rock/mona-Under_Again.wav,8
../data/music genre/audio/jazz/Akbar_Muhammad_Quartet-Song_for_My_Sister_Sandra.wav,5
../data/music genre/audio/blues/The_Turnarounds-Waiting_On_You.wav,1
../data/music genre/audio/blues/Memphis_P__Tails-It_Ain_t_Easy.wav,1
../data/music genre/audio/electronic/millionVALVE-Club_C.wav,2
../data/music genre/audio/rock/Honeybox-Breathe.wav,8
../data/music genre/audio/jazz/Possible_Bad_News-Rooster_Funk.wav,5
../data/music genre/audio/jazz/King_Teddy-Anybody_But_You.wav,5
../data/music genre/audio/blues/Good_bye_Blue_Monday-I_ll_Be_By_Your_Side.wav,1
../data/music genre/audio/jazz/Mento_Buru-Skabolero.wav,5
../data/music genre/audio/folkcountry/Jessica_Eriksmoen-You_re_Gone.wav,3
../data/music genre/audio/jazz/_the_MOVE-Easy.wav,5
../data/music genre/audio/jazz/mk7-Crabtology.wav,5
../data/music genre/audio/raphiphop/Abyss_Networks-It_s_Always_Live.wav,7
../data/music genre/audio/rock/Strutmore-Breakdown.wav,8
../data/music genre/audio/blues/The_Hitman_Blues_Band-Busted.wav,1
../data/music genre/audio/raphiphop/Quarta-I_m_Not_Your_Girl.wav,7
../data/music genre/audio/blues/Mark_David_Group-Thunderbird.wav,1
../data/music genre/audio/pop/Resisters-Only_Fools.wav,6
../data/music genre/audio/funksoulrnb/thirst_-All_ways.wav,4
../data/music genre/audio/electronic/The_Weather_Inside-24_7.wav,2
../data/music genre/audio/blues/Bernie_Clarke_and_the_Rhythm_Sharks-Married_Man.wav,1
../data/music genre/audio/raphiphop/DAVID_CHAMPION-_HERE_WE_GO_AGAIN_.wav,7
../data/music genre/audio/rock/Walkers_Line-Little_Bit.wav,8
../data/music genre/audio/rock/The_Curves-Jojo.wav,8
../data/music genre/audio/rock/Orizon-Who_Needs_Air.wav,8
../data/music genre/audio/pop/Raining_Jane-These_Walls.wav,6
../data/music genre/audio/rock/Beautiful_Nothing-sordinaire.wav,8
../data/music genre/audio/raphiphop/Kae-Born_Alone__Die_Alone.wav,7
../data/music genre/audio/jazz/oj_trio-She_Is_Mine.wav,5
../data/music genre/audio/raphiphop/VA_Slim-The_Game_Wont_Change.wav,7
../data/music genre/audio/alternative/hotpipes-The_Fatal_Egg.wav,0
../data/music genre/audio/alternative/rm__101-straight_line.wav,0
../data/music genre/audio/folkcountry/brooksfoundjake-East.wav,3
../data/music genre/audio/raphiphop/KNOWLEDGE_BROWN-For_every_action.wav,7
../data/music genre/audio/rock/Ryan5-one_more_day.wav,8
../data/music genre/audio/blues/Big_Hammer-Just_A_Fool.wav,1
../data/music genre/audio/raphiphop/Shawn_Elliot_aka_Verble-Gotta_Go.wav,7
../data/music genre/audio/folkcountry/Pawnshop_Roses-Little_Star.wav,3
../data/music genre/audio/pop/Outer_Space_Love_Project-Rollercoaster.wav,6
../data/music genre/audio/alternative/Ted_McCloskey-wish_you_were_there.wav,0
../data/music genre/audio/rock/The_End_Game-Piercing.wav,8
../data/music genre/audio/jazz/ZemZada-Groovy_Jeans.wav,5
../data/music genre/audio/raphiphop/Nomad_Exploraz-No_Dancing.wav,7
../data/music genre/audio/jazz/The_BLADE_CO_-The_Journey_.wav,5
../data/music genre/audio/raphiphop/Area_51_MC_s-Area_51_Show_Sampler.wav,7
../data/music genre/audio/jazz/Tim_McDonald-Aargh_Mr__Scarborough.wav,5
../data/music genre/audio/pop/Allegra-Skyline.wav,6
../data/music genre/audio/jazz/John_Temmerman_s_Jazz_Obsession_Quartet-The_Gadfly.wav,5
../data/music genre/audio/rock/4TH_PLANE_JAIANT-Let_It_Breathe.wav,8
../data/music genre/audio/rock/Erotic_Suicide-Breakin_Down.wav,8
../data/music genre/audio/folkcountry/EXIT__from_Milwaukee__WI_-Dirt_Floor.wav,3
../data/music genre/audio/electronic/random_access_orkestra-Difference_Detector.wav,2
../data/music genre/audio/raphiphop/Da_Gooniez-All_4_You.wav,7
../data/music genre/audio/electronic/buz-erratik_dream__the_lukkiest_man_.wav,2
../data/music genre/audio/rock/Mike_Borgia-Right_Away.wav,8
../data/music genre/audio/electronic/Timothy_Allan-Off_the_Mark.wav,2
../data/music genre/audio/raphiphop/211Entertainment-First_2_Blast.wav,7
../data/music genre/audio/rock/Naked_Spatula_Monkeys__NSM_-Mind.wav,8
../data/music genre/audio/folkcountry/Keith_Hinton-Prayer_for_Sara_Jane.wav,3
../data/music genre/audio/rock/Severence-Reflection.wav,8
../data/music genre/audio/rock/i_divide-Antifreeze.wav,8
../data/music genre/audio/blues/BB_CHUNG_KING_AND_THE_BUDDAHEADS-COMPANY_GRAVEYARD.wav,1
../data/music genre/audio/blues/The_Turnarounds-I_Only_Want_To_Be_With_You.wav,1
../data/music genre/audio/pop/Sugarbuzz-Born_Again.wav,6
../data/music genre/audio/rock/THE_COLOR_RED-SMILE.wav,8
../data/music genre/audio/rock/First_Time_Fallen-Forever_And_A_Day.wav,8
../data/music genre/audio/raphiphop/SIN___Sinister_Child__-Sit_n_On_Top_of_The_World.wav,7
../data/music genre/audio/jazz/Stop_Irrational_Logic-THE_SPACE_TRANCE.wav,5
